date,commodity,market,modal_price,arrivals
2023-06-08,Potato,Tirupati,1711,75
2023-06-08,Potato,Anantapur,1868,25
2023-06-09,Potato,Guntur,1785,81
2023-06-09,Potato,Vijayawada,1984,54
2023-06-09,Potato,Tirupati,1743,64
2023-06-09,Potato,Anantapur,1632,35
2023-06-10,Potato,Guntur,1722,54
2023-06-10,Potato,Vijayawada,1890,107
2023-06-10,Potato,Tirupati,1836,24
2023-06-10,Potato,Anantapur,1839,39
2023-06-11,Potato,Guntur,1789,55
2023-06-11,Potato,Vijayawada,1854,104
2023-06-11,Potato,Tirupati,1716,100
2023-06-11,Potato,Anantapur,1684,117
2023-06-12,Potato,Guntur,1657,110
2023-06-12,Potato,Vijayawada,1696,26
2023-06-12,Potato,Tirupati,1823,97
2023-06-12,Potato,Anantapur,1617,94
2023-06-13,Potato,Guntur,1658,93
2023-06-13,Potato,Vijayawada,1904,61
2023-06-13,Potato,Tirupati,1606,79
2023-06-13,Potato,Anantapur,1730,90
2023-06-14,Potato,Guntur,1856,66
2023-06-14,Potato,Vijayawada,1866,94
2023-06-14,Potato,Tirupati,1788,94
2023-06-14,Potato,Anantapur,1758,70
2023-06-15,Potato,Guntur,1636,109
2023-06-15,Potato,Vijayawada,1753,49
2023-06-15,Potato,Tirupati,1688,70
2023-06-15,Potato,Anantapur,1751,32
2023-06-16,Potato,Guntur,1635,30
2023-06-16,Potato,Vijayawada,1653,28
2023-06-16,Potato,Tirupati,1658,57
2023-06-16,Potato,Anantapur,1882,106
2023-06-17,Potato,Guntur,1642,55
2023-06-17,Potato,Vijayawada,1868,96
2023-06-17,Potato,Tirupati,1610,25
2023-06-17,Potato,Anantapur,1699,117
2023-06-18,Potato,Guntur,1634,42
2023-06-18,Potato,Vijayawada,1869,43
2023-06-18,Potato,Tirupati,1710,32
2023-06-18,Potato,Anantapur,1805,44
2023-06-19,Potato,Guntur,1775,45
2023-06-19,Potato,Vijayawada,1897,95
2023-06-19,Potato,Tirupati,1802,76
2023-06-19,Potato,Anantapur,1632,102
2023-06-20,Potato,Guntur,1850,48
2023-06-20,Potato,Vijayawada,1822,97
2023-06-20,Potato,Tirupati,1819,52
2023-06-20,Potato,Anantapur,1822,89
2023-06-21,Potato,Guntur,1662,65
2023-06-21,Potato,Vijayawada,1914,20
2023-06-21,Potato,Tirupati,1751,37
2023-06-21,Potato,Anantapur,1840,102
2023-06-22,Potato,Guntur,1812,48
2023-06-22,Potato,Vijayawada,1789,117
2023-06-22,Potato,Tirupati,1724,95
2023-06-22,Potato,Anantapur,1789,58
2023-06-23,Potato,Guntur,1739,36
2023-06-23,Potato,Vijayawada,1821,117
2023-06-23,Potato,Tirupati,1971,24
2023-06-23,Potato,Anantapur,1919,91
2023-06-24,Potato,Guntur,1700,28
2023-06-24,Potato,Vijayawada,1742,42
2023-06-24,Potato,Tirupati,1641,77
2023-06-24,Potato,Anantapur,1889,114
2023-06-25,Potato,Guntur,1885,20
2023-06-25,Potato,Vijayawada,1815,75
2023-06-25,Potato,Tirupati,1916,68
2023-06-25,Potato,Anantapur,1913,56
2023-06-26,Potato,Guntur,1818,43
2023-06-26,Potato,Vijayawada,1956,102
2023-06-26,Potato,Tirupati,1959,61
2023-06-26,Potato,Anantapur,1797,65
2023-06-27,Potato,Guntur,1918,22
2023-06-27,Potato,Vijayawada,1770,71
2023-06-27,Potato,Tirupati,1606,109
2023-06-27,Potato,Anantapur,1678,70
2023-06-28,Potato,Guntur,1926,49
2023-06-28,Potato,Vijayawada,1657,71
2023-06-28,Potato,Tirupati,1623,73
2023-06-28,Potato,Anantapur,1731,71
2023-06-29,Potato,Guntur,1971,61
2023-06-29,Potato,Vijayawada,1832,103
2023-06-29,Potato,Tirupati,1814,37
2023-06-29,Potato,Anantapur,1975,41
2023-06-30,Potato,Guntur,1632,96
2023-06-30,Potato,Vijayawada,1919,69
2023-06-30,Potato,Tirupati,1921,94
2023-06-30,Potato,Anantapur,1958,89
2023-07-01,Potato,Guntur,1846,45
2023-07-01,Potato,Vijayawada,1966,79
2023-07-01,Potato,Tirupati,1981,91
2023-07-01,Potato,Anantapur,1647,65
2023-07-02,Potato,Guntur,1772,100
2023-07-02,Potato,Vijayawada,1810,91
2023-07-02,Potato,Tirupati,1790,78
2023-07-02,Potato,Anantapur,1659,23
2023-07-03,Potato,Guntur,1661,28
2023-07-03,Potato,Vijayawada,1937,55
2023-07-03,Potato,Tirupati,1947,66
2023-07-03,Potato,Anantapur,1746,48
2023-07-04,Potato,Guntur,1811,101
2023-07-04,Potato,Vijayawada,1892,91
2023-07-04,Potato,Tirupati,1689,104
2023-07-04,Potato,Anantapur,1644,22
2023-07-05,Potato,Guntur,1716,103
2023-07-05,Potato,Vijayawada,1939,98
2023-07-05,Potato,Tirupati,1623,48
2023-07-05,Potato,Anantapur,1871,111
2023-07-06,Potato,Guntur,1820,32
2023-07-06,Potato,Vijayawada,1975,61
2023-07-06,Potato,Tirupati,1831,40
2023-07-06,Potato,Anantapur,1752,74
2023-07-07,Potato,Guntur,1667,82
2023-07-07,Potato,Vijayawada,1770,48
2023-07-07,Potato,Tirupati,1960,81
2023-07-07,Potato,Anantapur,1634,35
2023-07-08,Potato,Guntur,1839,25
2023-07-08,Potato,Vijayawada,1971,79
2023-07-08,Potato,Tirupati,1684,30
2023-07-08,Potato,Anantapur,1833,26
2023-07-09,Potato,Guntur,1605,24
2023-07-09,Potato,Vijayawada,1609,107
2023-07-09,Potato,Tirupati,1840,79
2023-07-09,Potato,Anantapur,1909,104
2023-07-10,Potato,Guntur,1627,43
2023-07-10,Potato,Vijayawada,1787,108
2023-07-10,Potato,Tirupati,1743,51
2023-07-10,Potato,Anantapur,1982,100
2023-07-11,Potato,Guntur,1893,22
2023-07-11,Potato,Vijayawada,1755,58
2023-07-11,Potato,Tirupati,1726,76
2023-07-11,Potato,Anantapur,1728,65
2023-07-12,Potato,Guntur,1897,106
2023-07-12,Potato,Vijayawada,1663,84
2023-07-12,Potato,Tirupati,1978,113
2023-07-12,Potato,Anantapur,1935,27
2023-07-13,Potato,Guntur,1897,36
2023-07-13,Potato,Vijayawada,1647,21
2023-07-13,Potato,Tirupati,1999,62
2023-07-13,Potato,Anantapur,1733,72
2023-07-14,Potato,Guntur,1833,95
2023-07-14,Potato,Vijayawada,1793,83
2023-07-14,Potato,Tirupati,1600,35
2023-07-14,Potato,Anantapur,1974,113
2023-07-15,Potato,Guntur,1671,36
2023-07-15,Potato,Vijayawada,1718,106
2023-07-15,Potato,Tirupati,1610,110
2023-07-15,Potato,Anantapur,1729,45
2023-07-16,Potato,Guntur,1686,51
2023-07-16,Potato,Vijayawada,1793,56
2023-07-16,Potato,Tirupati,1614,30
2023-07-16,Potato,Anantapur,1703,83
2023-07-17,Potato,Guntur,1929,28
2023-07-17,Potato,Vijayawada,1748,30
2023-07-17,Potato,Tirupati,1912,111
2023-07-17,Potato,Anantapur,1940,62
2023-07-18,Potato,Guntur,1680,116
2023-07-18,Potato,Vijayawada,1870,20
2023-07-18,Potato,Tirupati,1918,113
2023-07-18,Potato,Anantapur,1635,32
2023-07-19,Potato,Guntur,1998,61
2023-07-19,Potato,Vijayawada,1879,103
2023-07-19,Potato,Tirupati,1968,76
2023-07-19,Potato,Anantapur,1832,70
2023-07-20,Potato,Guntur,1964,100
2023-07-20,Potato,Vijayawada,1960,89
2023-07-20,Potato,Tirupati,1915,114
2023-07-20,Potato,Anantapur,1663,57
2023-07-21,Potato,Guntur,1695,96
2023-07-21,Potato,Vijayawada,1973,66
2023-07-21,Potato,Tirupati,1834,44
2023-07-21,Potato,Anantapur,1681,110
2023-07-22,Potato,Guntur,1782,53
2023-07-22,Potato,Vijayawada,1830,22
2023-07-22,Potato,Tirupati,1682,38
2023-07-22,Potato,Anantapur,1921,67
2023-07-23,Potato,Guntur,1924,29
2023-07-23,Potato,Vijayawada,1652,119
2023-07-23,Potato,Tirupati,1672,84
2023-07-23,Potato,Anantapur,1870,45
2023-07-24,Potato,Guntur,1649,68
2023-07-24,Potato,Vijayawada,1695,63
2023-07-24,Potato,Tirupati,1981,90
2023-07-24,Potato,Anantapur,1651,118
2023-07-25,Potato,Guntur,1812,66
2023-07-25,Potato,Vijayawada,1731,88
2023-07-25,Potato,Tirupati,1685,51
2023-07-25,Potato,Anantapur,1928,98
2023-07-26,Potato,Guntur,1978,111
2023-07-26,Potato,Vijayawada,1996,40
2023-07-26,Potato,Tirupati,1985,114
2023-07-26,Potato,Anantapur,1692,61
2023-07-27,Potato,Guntur,1882,81
2023-07-27,Potato,Vijayawada,1650,73
2023-07-27,Potato,Tirupati,1613,67
2023-07-27,Potato,Anantapur,1994,66
2023-07-28,Potato,Guntur,1716,108
2023-07-28,Potato,Vijayawada,1951,100
2023-07-28,Potato,Tirupati,1886,104
2023-07-28,Potato,Anantapur,1960,43
2023-07-29,Potato,Guntur,1733,97
2023-07-29,Potato,Vijayawada,1705,45
2023-07-29,Potato,Tirupati,1741,20
2023-07-29,Potato,Anantapur,1984,96
2023-07-30,Potato,Guntur,1827,39
2023-07-30,Potato,Vijayawada,1711,78
2023-07-30,Potato,Tirupati,1974,86
2023-07-30,Potato,Anantapur,1692,65
2023-07-31,Potato,Guntur,1811,59
2023-07-31,Potato,Vijayawada,1672,43
2023-07-31,Potato,Tirupati,1679,80
2023-07-31,Potato,Anantapur,1849,67
2023-08-01,Potato,Guntur,1638,47
2023-08-01,Potato,Vijayawada,1944,113
2023-08-01,Potato,Tirupati,1765,71
2023-08-01,Potato,Anantapur,1776,95
2023-08-02,Potato,Guntur,1631,104
2023-08-02,Potato,Vijayawada,1737,48
2023-08-02,Potato,Tirupati,1703,40
2023-08-02,Potato,Anantapur,1619,72
2023-08-03,Potato,Guntur,1653,66
2023-08-03,Potato,Vijayawada,1734,54
2023-08-03,Potato,Tirupati,1700,48
2023-08-03,Potato,Anantapur,1623,90
2023-08-04,Potato,Guntur,1835,104
2023-08-04,Potato,Vijayawada,1933,112
2023-08-04,Potato,Tirupati,1900,99
2023-08-04,Potato,Anantapur,1908,70
2023-08-05,Potato,Guntur,1865,88
2023-08-05,Potato,Vijayawada,1725,31
2023-08-05,Potato,Tirupati,1642,70
2023-08-05,Potato,Anantapur,1847,37
2023-08-06,Potato,Guntur,1605,51
2023-08-06,Potato,Vijayawada,1970,105
2023-08-06,Potato,Tirupati,1978,39
2023-08-06,Potato,Anantapur,1699,98
2023-08-07,Potato,Guntur,1638,80
2023-08-07,Potato,Vijayawada,1602,48
2023-08-07,Potato,Tirupati,1949,74
2023-08-07,Potato,Anantapur,1969,80
2023-08-08,Potato,Guntur,1882,82
2023-08-08,Potato,Vijayawada,1898,87
2023-08-08,Potato,Tirupati,1956,91
2023-08-08,Potato,Anantapur,1671,83
2023-08-09,Potato,Guntur,1976,76
2023-08-09,Potato,Vijayawada,1762,107
2023-08-09,Potato,Tirupati,1632,117
2023-08-09,Potato,Anantapur,1758,26
2023-08-10,Potato,Guntur,1786,33
2023-08-10,Potato,Vijayawada,1688,83
2023-08-10,Potato,Tirupati,1999,72
2023-08-10,Potato,Anantapur,1668,116
2023-08-11,Potato,Guntur,1839,58
2023-08-11,Potato,Vijayawada,1847,114
2023-08-11,Potato,Tirupati,1745,108
2023-08-11,Potato,Anantapur,1958,52
2023-08-12,Potato,Guntur,1945,103
2023-08-12,Potato,Vijayawada,1620,81
2023-08-12,Potato,Tirupati,1631,95
2023-08-12,Potato,Anantapur,1786,104
2023-08-13,Potato,Guntur,1876,55
2023-08-13,Potato,Vijayawada,1998,108
2023-08-13,Potato,Tirupati,1685,22
2023-08-13,Potato,Anantapur,1976,86
2023-08-14,Potato,Guntur,1905,84
2023-08-14,Potato,Vijayawada,1676,35
2023-08-14,Potato,Tirupati,1634,67
2023-08-14,Potato,Anantapur,1977,118
2023-08-15,Potato,Guntur,1699,52
2023-08-15,Potato,Vijayawada,1828,85
2023-08-15,Potato,Tirupati,1857,30
2023-08-15,Potato,Anantapur,1646,31
2023-08-16,Potato,Guntur,1852,98
2023-08-16,Potato,Vijayawada,1699,100
2023-08-16,Potato,Tirupati,1676,110
2023-08-16,Potato,Anantapur,1731,39
2023-08-17,Potato,Guntur,1920,94
2023-08-17,Potato,Vijayawada,1707,95
2023-08-17,Potato,Tirupati,1821,58
2023-08-17,Potato,Anantapur,1990,58
2023-08-18,Potato,Guntur,1960,28
2023-08-18,Potato,Vijayawada,1670,75
2023-08-18,Potato,Tirupati,1886,55
2023-08-18,Potato,Anantapur,1617,66
2023-08-19,Potato,Guntur,1694,52
2023-08-19,Potato,Vijayawada,1827,96
2023-08-19,Potato,Tirupati,1608,20
2023-08-19,Potato,Anantapur,1795,74
2023-08-20,Potato,Guntur,1927,89
2023-08-20,Potato,Vijayawada,1651,105
2023-08-20,Potato,Tirupati,1642,55
2023-08-20,Potato,Anantapur,1624,72
2023-08-21,Potato,Guntur,1932,34
2023-08-21,Potato,Vijayawada,1748,110
2023-08-21,Potato,Tirupati,1910,84
2023-08-21,Potato,Anantapur,1890,110
2023-08-22,Potato,Guntur,1766,22
2023-08-22,Potato,Vijayawada,1863,28
2023-08-22,Potato,Tirupati,1712,99
2023-08-22,Potato,Anantapur,1998,39
2023-08-23,Potato,Guntur,1816,111
2023-08-23,Potato,Vijayawada,1747,37
2023-08-23,Potato,Tirupati,1643,91
2023-08-23,Potato,Anantapur,1766,63
2023-08-24,Potato,Guntur,1691,95
2023-08-24,Potato,Vijayawada,1825,95
2023-08-24,Potato,Tirupati,1698,80
2023-08-24,Potato,Anantapur,1755,103
2023-08-25,Potato,Guntur,1686,41
2023-08-25,Potato,Vijayawada,1867,88
2023-08-25,Potato,Tirupati,1912,116
2023-08-25,Potato,Anantapur,1989,73
2023-08-26,Potato,Guntur,1981,116
2023-08-26,Potato,Vijayawada,1976,82
2023-08-26,Potato,Tirupati,1853,41
2023-08-26,Potato,Anantapur,1939,53
2023-08-27,Potato,Guntur,1673,72
2023-08-27,Potato,Vijayawada,1905,82
2023-08-27,Potato,Tirupati,1845,55
2023-08-27,Potato,Anantapur,1909,71
2023-08-28,Potato,Guntur,1796,75
2023-08-28,Potato,Vijayawada,1712,104
2023-08-28,Potato,Tirupati,1771,60
2023-08-28,Potato,Anantapur,1713,116
2023-08-29,Potato,Guntur,1707,102
2023-08-29,Potato,Vijayawada,1693,64
2023-08-29,Potato,Tirupati,1794,45
2023-08-29,Potato,Anantapur,1874,73
2023-08-30,Potato,Guntur,1844,114
2023-08-30,Potato,Vijayawada,1673,114
2023-08-30,Potato,Tirupati,1711,79
2023-08-30,Potato,Anantapur,1730,86
2023-08-31,Potato,Guntur,1873,83
2023-08-31,Potato,Vijayawada,1651,43
2023-08-31,Potato,Tirupati,1714,84
2023-08-31,Potato,Anantapur,1914,48
2023-09-01,Potato,Guntur,1691,28
2023-09-01,Potato,Vijayawada,1832,60
2023-09-01,Potato,Tirupati,1602,116
2023-09-01,Potato,Anantapur,1776,59
2023-09-02,Potato,Guntur,1928,103
2023-09-02,Potato,Vijayawada,1904,82
2023-09-02,Potato,Tirupati,1741,63
2023-09-02,Potato,Anantapur,1744,100
2023-09-03,Potato,Guntur,1924,102
2023-09-03,Potato,Vijayawada,1730,74
2023-09-03,Potato,Tirupati,1695,62
2023-09-03,Potato,Anantapur,1860,95
2023-09-04,Potato,Guntur,1740,62
2023-09-04,Potato,Vijayawada,1811,40
2023-09-04,Potato,Tirupati,1847,113
2023-09-04,Potato,Anantapur,1791,26
2023-09-05,Potato,Guntur,1871,20
2023-09-05,Potato,Vijayawada,1686,112
2023-09-05,Potato,Tirupati,1846,80
2023-09-05,Potato,Anantapur,1897,76
2023-09-06,Potato,Guntur,1860,78
2023-09-06,Potato,Vijayawada,1804,72
2023-09-06,Potato,Tirupati,1917,97
2023-09-06,Potato,Anantapur,1624,106
2023-09-07,Potato,Guntur,1690,114
2023-09-07,Potato,Vijayawada,1790,60
2023-09-07,Potato,Tirupati,1860,31
2023-09-07,Potato,Anantapur,1638,111
2023-09-08,Potato,Guntur,1997,111
2023-09-08,Potato,Vijayawada,1702,105
2023-09-08,Potato,Tirupati,1838,56
2023-09-08,Potato,Anantapur,1757,73
2023-09-09,Potato,Guntur,1825,93
2023-09-09,Potato,Vijayawada,1834,79
2023-09-09,Potato,Tirupati,1742,46
2023-09-09,Potato,Anantapur,1719,40
2023-09-10,Potato,Guntur,1838,95
2023-09-10,Potato,Vijayawada,1944,78
2023-09-10,Potato,Tirupati,1985,49
2023-09-10,Potato,Anantapur,1828,52
2023-09-11,Potato,Guntur,1843,77
2023-09-11,Potato,Vijayawada,1747,56
2023-09-11,Potato,Tirupati,1885,102
2023-09-11,Potato,Anantapur,1723,48
2023-09-12,Potato,Guntur,1862,56
2023-09-12,Potato,Vijayawada,1839,53
2023-09-12,Potato,Tirupati,1701,100
2023-09-12,Potato,Anantapur,1787,79
2023-09-13,Potato,Guntur,1881,33
2023-09-13,Potato,Vijayawada,1842,105
2023-09-13,Potato,Tirupati,1745,46
2023-09-13,Potato,Anantapur,1696,53
2023-09-14,Potato,Guntur,1661,36
2023-09-14,Potato,Vijayawada,1700,94
2023-09-14,Potato,Tirupati,1851,20
2023-09-14,Potato,Anantapur,1682,51
2023-09-15,Potato,Guntur,1846,60
2023-09-15,Potato,Vijayawada,1673,46
2023-09-15,Potato,Tirupati,1676,95
2023-09-15,Potato,Anantapur,1667,22
2023-09-16,Potato,Guntur,1813,57
2023-09-16,Potato,Vijayawada,1969,89
2023-09-16,Potato,Tirupati,1785,84
2023-09-16,Potato,Anantapur,1744,92
2023-09-17,Potato,Guntur,1901,33
2023-09-17,Potato,Vijayawada,1797,67
2023-09-17,Potato,Tirupati,1658,71
2023-09-17,Potato,Anantapur,1696,25
2023-09-18,Potato,Guntur,1785,29
2023-09-18,Potato,Vijayawada,1920,103
2023-09-18,Potato,Tirupati,1800,60
2023-09-18,Potato,Anantapur,1704,98
2023-09-19,Potato,Guntur,1759,25
2023-09-19,Potato,Vijayawada,1693,29
2023-09-19,Potato,Tirupati,1932,26
2023-09-19,Potato,Anantapur,1641,45
2023-09-20,Potato,Guntur,1737,85
2023-09-20,Potato,Vijayawada,1726,51
2023-09-20,Potato,Tirupati,1774,54
2023-09-20,Potato,Anantapur,1734,115
2023-09-21,Potato,Guntur,1757,23
2023-09-21,Potato,Vijayawada,1683,76
2023-09-21,Potato,Tirupati,1789,68
2023-09-21,Potato,Anantapur,1995,56
2023-09-22,Potato,Guntur,1743,106
2023-09-22,Potato,Vijayawada,1754,81
2023-09-22,Potato,Tirupati,1698,35
2023-09-22,Potato,Anantapur,1602,52
2023-09-23,Potato,Guntur,1619,45
2023-09-23,Potato,Vijayawada,1768,30
2023-09-23,Potato,Tirupati,1710,24
2023-09-23,Potato,Anantapur,1933,88
2023-09-24,Potato,Guntur,1664,43
2023-09-24,Potato,Vijayawada,1918,20
2023-09-24,Potato,Tirupati,1995,112
2023-09-24,Potato,Anantapur,1706,49
2023-09-25,Potato,Guntur,1863,107
2023-09-25,Potato,Vijayawada,1804,41
2023-09-25,Potato,Tirupati,1706,56
2023-09-25,Potato,Anantapur,1691,95
2023-09-26,Potato,Guntur,1697,97
2023-09-26,Potato,Vijayawada,1739,107
2023-09-26,Potato,Tirupati,1806,80
2023-09-26,Potato,Anantapur,1988,37
2023-09-27,Potato,Guntur,1934,61
2023-09-27,Potato,Vijayawada,1813,22
2023-09-27,Potato,Tirupati,1971,68
2023-09-27,Potato,Anantapur,1768,41
2023-09-28,Potato,Guntur,1933,35
2023-09-28,Potato,Vijayawada,1739,78
2023-09-28,Potato,Tirupati,1892,68
2023-09-28,Potato,Anantapur,1793,51
2023-09-29,Potato,Guntur,1833,69
2023-09-29,Potato,Vijayawada,1960,94
2023-09-29,Potato,Tirupati,1634,99
2023-09-29,Potato,Anantapur,1764,117
2023-09-30,Potato,Guntur,1709,106
2023-09-30,Potato,Vijayawada,1745,34
2023-09-30,Potato,Tirupati,1951,38
2023-09-30,Potato,Anantapur,1869,46
2023-10-01,Potato,Guntur,1809,34
2023-10-01,Potato,Vijayawada,1640,99
2023-10-01,Potato,Tirupati,1886,104
2023-10-01,Potato,Anantapur,1643,26
2023-10-02,Potato,Guntur,1947,92
2023-10-02,Potato,Vijayawada,1767,84
2023-10-02,Potato,Tirupati,1664,38
2023-10-02,Potato,Anantapur,1650,111
2023-10-03,Potato,Guntur,1647,99
2023-10-03,Potato,Vijayawada,1749,90
2023-10-03,Potato,Tirupati,1901,74
2023-10-03,Potato,Anantapur,1635,78
2023-10-04,Potato,Guntur,1655,93
2023-10-04,Potato,Vijayawada,1709,70
2023-10-04,Potato,Tirupati,1992,24
2023-10-04,Potato,Anantapur,1759,91
2023-10-05,Potato,Guntur,1990,24
2023-10-05,Potato,Vijayawada,1862,103
2023-10-05,Potato,Tirupati,1691,23
2023-10-05,Potato,Anantapur,1877,48
2023-10-06,Potato,Guntur,1681,119
2023-10-06,Potato,Vijayawada,1602,57
2023-10-06,Potato,Tirupati,1807,24
2023-10-06,Potato,Anantapur,1777,51
2023-10-07,Potato,Guntur,1824,31
2023-10-07,Potato,Vijayawada,1707,31
2023-10-07,Potato,Tirupati,1953,41
2023-10-07,Potato,Anantapur,1774,108
2023-10-08,Potato,Guntur,1777,70
2023-10-08,Potato,Vijayawada,1981,88
2023-10-08,Potato,Tirupati,1652,47
2023-10-08,Potato,Anantapur,1806,32
2023-10-09,Potato,Guntur,1766,77
2023-10-09,Potato,Vijayawada,1839,31
2023-10-09,Potato,Tirupati,1618,31
2023-10-09,Potato,Anantapur,1724,22
2023-10-10,Potato,Guntur,1933,100
2023-10-10,Potato,Vijayawada,1811,63
2023-10-10,Potato,Tirupati,1979,76
2023-10-10,Potato,Anantapur,1978,99
2023-10-11,Potato,Guntur,1955,93
2023-10-11,Potato,Vijayawada,1863,51
2023-10-11,Potato,Tirupati,1842,106
2023-10-11,Potato,Anantapur,1943,25
2023-10-12,Potato,Guntur,1838,27
2023-10-12,Potato,Vijayawada,1954,74
2023-10-12,Potato,Tirupati,1988,114
2023-10-12,Potato,Anantapur,1992,27
2023-10-13,Potato,Guntur,1683,35
2023-10-13,Potato,Vijayawada,1835,90
2023-10-13,Potato,Tirupati,1884,113
2023-10-13,Potato,Anantapur,1888,47
2023-10-14,Potato,Guntur,1605,28
2023-10-14,Potato,Vijayawada,1901,113
2023-10-14,Potato,Tirupati,1898,63
2023-10-14,Potato,Anantapur,1798,117
2023-10-15,Potato,Guntur,1951,65
2023-10-15,Potato,Vijayawada,1821,98
2023-10-15,Potato,Tirupati,1740,49
2023-10-15,Potato,Anantapur,1830,55
2023-10-16,Potato,Guntur,1983,107
2023-10-16,Potato,Vijayawada,1797,87
2023-10-16,Potato,Tirupati,1805,81
2023-10-16,Potato,Anantapur,1775,71
2023-10-17,Potato,Guntur,1614,73
2023-10-17,Potato,Vijayawada,1672,108
2023-10-17,Potato,Tirupati,1697,21
2023-10-17,Potato,Anantapur,1957,109
2023-10-18,Potato,Guntur,1925,79
2023-10-18,Potato,Vijayawada,1785,50
2023-10-18,Potato,Tirupati,1957,21
2023-10-18,Potato,Anantapur,1696,47
2023-10-19,Potato,Guntur,1740,48
2023-10-19,Potato,Vijayawada,1650,90
2023-10-19,Potato,Tirupati,1690,93
2023-10-19,Potato,Anantapur,1833,116
2023-10-20,Potato,Guntur,1967,69
2023-10-20,Potato,Vijayawada,1742,80
2023-10-20,Potato,Tirupati,1741,106
2023-10-20,Potato,Anantapur,1619,74
2023-10-21,Potato,Guntur,1909,34
2023-10-21,Potato,Vijayawada,1771,52
2023-10-21,Potato,Tirupati,1978,46
2023-10-21,Potato,Anantapur,1981,22
2023-10-22,Potato,Guntur,1758,116
2023-10-22,Potato,Vijayawada,1862,105
2023-10-22,Potato,Tirupati,1669,109
2023-10-22,Potato,Anantapur,1962,46
2023-10-23,Potato,Guntur,1734,90
2023-10-23,Potato,Vijayawada,1715,65
2023-10-23,Potato,Tirupati,1783,106
2023-10-23,Potato,Anantapur,1888,87
2023-10-24,Potato,Guntur,1923,108
2023-10-24,Potato,Vijayawada,1893,82
2023-10-24,Potato,Tirupati,1764,70
2023-10-24,Potato,Anantapur,1813,79
2023-10-25,Potato,Guntur,1835,108
2023-10-25,Potato,Vijayawada,1771,91
2023-10-25,Potato,Tirupati,1733,40
2023-10-25,Potato,Anantapur,1719,34
2023-10-26,Potato,Guntur,1675,87
2023-10-26,Potato,Vijayawada,1785,110
2023-10-26,Potato,Tirupati,1753,93
2023-10-26,Potato,Anantapur,1904,115
2023-10-27,Potato,Guntur,1769,106
2023-10-27,Potato,Vijayawada,1728,82
2023-10-27,Potato,Tirupati,1764,83
2023-10-27,Potato,Anantapur,1987,106
2023-10-28,Potato,Guntur,1654,50
2023-10-28,Potato,Vijayawada,1661,61
2023-10-28,Potato,Tirupati,1884,70
2023-10-28,Potato,Anantapur,1913,66
2023-10-29,Potato,Guntur,1940,33
2023-10-29,Potato,Vijayawada,1808,111
2023-10-29,Potato,Tirupati,1797,55
2023-10-29,Potato,Anantapur,1676,83
2023-10-30,Potato,Guntur,1946,22
2023-10-30,Potato,Vijayawada,1731,87
2023-10-30,Potato,Tirupati,1830,86
2023-10-30,Potato,Anantapur,1831,108
2023-10-31,Potato,Guntur,1829,78
2023-10-31,Potato,Vijayawada,1790,73
2023-10-31,Potato,Tirupati,1999,94
2023-10-31,Potato,Anantapur,1984,30
2023-11-01,Potato,Guntur,1630,51
2023-11-01,Potato,Vijayawada,1628,101
2023-11-01,Potato,Tirupati,1613,47
2023-11-01,Potato,Anantapur,1824,34
2023-11-02,Potato,Guntur,1720,79
2023-11-02,Potato,Vijayawada,1803,73
2023-11-02,Potato,Tirupati,1775,26
2023-11-02,Potato,Anantapur,1703,67
2023-11-03,Potato,Guntur,1736,111
2023-11-03,Potato,Vijayawada,1660,61
2023-11-03,Potato,Tirupati,1790,52
2023-11-03,Potato,Anantapur,1863,55
2023-11-04,Potato,Guntur,1690,37
2023-11-04,Potato,Vijayawada,1784,35
2023-11-04,Potato,Tirupati,1602,99
2023-11-04,Potato,Anantapur,1626,111
2023-11-05,Potato,Guntur,1874,32
2023-11-05,Potato,Vijayawada,1804,40
2023-11-05,Potato,Tirupati,1901,75
2023-11-05,Potato,Anantapur,1713,119
2023-11-06,Potato,Guntur,1799,48
2023-11-06,Potato,Vijayawada,1646,35
2023-11-06,Potato,Tirupati,1743,88
2023-11-06,Potato,Anantapur,1801,114
2023-11-07,Potato,Guntur,1602,91
2023-11-07,Potato,Vijayawada,1826,71
2023-11-07,Potato,Tirupati,1862,82
2023-11-07,Potato,Anantapur,1757,89
2023-11-08,Potato,Guntur,1788,88
2023-11-08,Potato,Vijayawada,1925,44
2023-11-08,Potato,Tirupati,1618,71
2023-11-08,Potato,Anantapur,1850,81
2023-11-09,Potato,Guntur,1913,101
2023-11-09,Potato,Vijayawada,1674,43
2023-11-09,Potato,Tirupati,1799,104
2023-11-09,Potato,Anantapur,1691,69
2023-11-10,Potato,Guntur,1841,32
2023-11-10,Potato,Vijayawada,1780,54
2023-11-10,Potato,Tirupati,1966,107
2023-11-10,Potato,Anantapur,1913,105
2023-11-11,Potato,Guntur,1979,97
2023-11-11,Potato,Vijayawada,1794,67
2023-11-11,Potato,Tirupati,1614,44
2023-11-11,Potato,Anantapur,1763,58
2023-11-12,Potato,Guntur,1714,72
2023-11-12,Potato,Vijayawada,1910,88
2023-11-12,Potato,Tirupati,1792,29
2023-11-12,Potato,Anantapur,1841,103
2023-11-13,Potato,Guntur,1729,78
2023-11-13,Potato,Vijayawada,1950,38
2023-11-13,Potato,Tirupati,1613,88
2023-11-13,Potato,Anantapur,1923,109
2023-11-14,Potato,Guntur,1900,63
