ds,yhat
2023-10-19,1493.0
2023-10-19,1766.0
2023-10-19,1600.0
2023-10-20,1632.0
2023-10-20,1646.0
2023-10-20,1477.0
2023-10-20,1844.0
2023-10-21,1534.0
2023-10-21,1772.0
2023-10-21,1706.0
2023-10-21,1640.0
2023-10-22,1710.0
2023-10-22,1836.0
2023-10-22,1829.0
2023-10-22,1622.0
2023-10-23,1455.0
2023-10-23,1669.0
2023-10-23,1687.0
2023-10-23,1782.0
2023-10-24,1558.0
2023-10-24,1777.0
2023-10-24,1498.0
2023-10-24,1592.0
2023-10-25,1547.0
2023-10-25,1482.0
2023-10-25,1571.0
2023-10-25,1732.0
2023-10-26,1613.0
2023-10-26,1664.0
2023-10-26,1719.0
2023-10-26,1777.0
2023-10-27,1618.0
2023-10-27,1471.0
2023-10-27,1510.0
2023-10-27,1761.0
2023-10-28,1533.0
2023-10-28,1486.0
2023-10-28,1526.0
2023-10-28,1489.0
2023-10-29,1760.0
2023-10-29,1728.0
2023-10-29,1658.0
2023-10-29,1573.0
2023-10-30,1806.0
2023-10-30,1715.0
2023-10-30,1809.0
2023-10-30,1554.0
2023-10-31,1636.0
2023-10-31,1769.0
2023-10-31,1812.0
2023-10-31,1582.0
2023-11-01,1672.0
2023-11-01,1705.0
2023-11-01,1824.0
2023-11-01,1673.0
2023-11-02,1730.0
2023-11-02,1797.0
2023-11-02,1794.0
2023-11-02,1717.0
2023-11-03,1680.0
2023-11-03,1781.0
2023-11-03,1719.0
2023-11-03,1769.0
2023-11-04,1711.0
2023-11-04,1569.0
2023-11-04,1523.0
2023-11-04,1749.0
2023-11-05,1762.0
2023-11-05,1642.0
2023-11-05,1516.0
2023-11-05,1779.0
2023-11-06,1619.0
2023-11-06,1685.0
2023-11-06,1798.0
2023-11-06,1514.0
2023-11-07,1829.0
2023-11-07,1459.0
2023-11-07,1541.0
2023-11-07,1810.0
2023-11-08,1742.0
2023-11-08,1746.0
2023-11-08,1701.0
2023-11-08,1640.0
2023-11-09,1792.0
2023-11-09,1766.0
2023-11-09,1780.0
2023-11-09,1799.0
2023-11-10,1762.0
2023-11-10,1683.0
2023-11-10,1823.0
2023-11-10,1827.0
2023-11-11,1642.0
2023-11-11,1554.0
2023-11-11,1819.0
2023-11-11,1647.0
2023-11-12,1688.0
2023-11-12,1484.0
2023-11-12,1762.0
2023-11-12,1466.0
2023-11-13,1806.0
2023-11-13,1822.0
2023-11-13,1593.0
2023-11-13,1454.0
2023-11-14,1561.0
2023-11-14,1617.0
2023-11-14,1753.0
2023-11-14,1503.0
2023-11-15,1780.0
2023-11-15,1604.0
2023-11-15,1518.0
2023-11-15,1555.0
2023-11-16,1569.0
2023-11-16,1804.0
2023-11-16,1468.0
2023-11-16,1616.0
2023-11-17,1799.0
2023-11-17,1584.0
2023-11-17,1523.0
2023-11-17,1680.0
2023-11-18,1775.0
2023-11-18,1543.0
2023-11-18,1724.0
2023-11-18,1845.0
2023-11-19,1450.0
2023-11-19,1747.0
2023-11-19,1552.0
2023-11-19,1784.0
2023-11-20,1715.0
2023-11-20,1757.0
2023-11-20,1516.0
2023-11-20,1708.0
2023-11-21,1645.0
2023-11-21,1732.0
2023-11-21,1593.0
2023-11-21,1812.0
2023-11-22,1699.0
2023-11-22,1737.0
2023-11-22,1574.0
2023-11-22,1801.0
2023-11-23,1550.0
2023-11-23,1718.0
2023-11-23,1779.0
2023-11-23,1828.0
2023-11-24,1584.0
2023-11-24,1613.0
2023-11-24,1570.0
2023-11-24,1830.0
2023-11-25,1593.0
2023-11-25,1837.0
2023-11-25,1486.0
2023-11-25,1552.0
2023-11-26,1812.0
2023-11-26,1701.0
2023-11-26,1669.0
2023-11-26,1849.0
2023-11-27,1743.0
2023-11-27,1698.0
2023-11-27,1713.0
2023-11-27,1662.0
2023-11-28,1468.0
2023-11-28,1816.0
2023-11-28,1715.0
2023-11-28,1798.0
2023-11-29,1572.0
2023-11-29,1733.0
2023-11-29,1649.0
2023-11-29,1569.0
2023-11-30,1696.0
2023-11-30,1627.0
2023-11-30,1583.0
2023-11-30,1711.0
2023-12-01,1633.0
2023-12-01,1593.0
2023-12-01,1743.0
2023-12-01,1542.0
2023-12-02,1779.0
2023-12-02,1629.0
2023-12-02,1518.0
2023-12-02,1595.0
2023-12-03,1542.0
2023-12-03,1590.0
2023-12-03,1561.0
2023-12-03,1644.0
2023-12-04,1465.0
2023-12-04,1747.0
2023-12-04,1818.0
2023-12-04,1754.0
2023-12-05,1607.0
2023-12-05,1833.0
2023-12-05,1658.0
2023-12-05,1648.0
2023-12-06,1562.0
2023-12-06,1614.0
2023-12-06,1546.0
2023-12-06,1778.0
2023-12-07,1697.0
2023-12-07,1835.0
2023-12-07,1835.0
2023-12-07,1768.0
2023-12-08,1740.0
2023-12-08,1487.0
2023-12-08,1789.0
2023-12-08,1826.0
2023-12-09,1684.0
2023-12-09,1777.0
2023-12-09,1618.0
2023-12-09,1510.0
2023-12-10,1833.0
2023-12-10,1457.0
2023-12-10,1774.0
2023-12-10,1807.0
2023-12-11,1478.0
2023-12-11,1616.0
2023-12-11,1489.0
2023-12-11,1742.0
2023-12-12,1679.0
2023-12-12,1531.0
2023-12-12,1567.0
2023-12-12,1571.0
2023-12-13,1545.0
2023-12-13,1667.0
2023-12-13,1585.0
2023-12-13,1820.0
2023-12-14,1811.0
2023-12-14,1718.0
2023-12-14,1693.0
2023-12-14,1718.0
2023-12-15,1562.0
2023-12-15,1822.0
2023-12-15,1769.0
2023-12-15,1766.0
2023-12-16,1548.0
2023-12-16,1735.0
2023-12-16,1700.0
2023-12-16,1525.0
2023-12-17,1669.0
2023-12-17,1832.0
2023-12-17,1762.0
2023-12-17,1792.0
2023-12-18,1626.0
2023-12-18,1714.0
2023-12-18,1491.0
2023-12-18,1607.0
2023-12-19,1637.0
2023-12-19,1770.0
2023-12-19,1704.0
2023-12-19,1703.0
2023-12-20,1627.0
2023-12-20,1625.0
2023-12-20,1452.0
2023-12-20,1764.0
2023-12-21,1578.0
2023-12-21,1464.0
2023-12-21,1483.0
2023-12-21,1729.0
2023-12-22,1577.0
2023-12-22,1678.0
2023-12-22,1843.0
2023-12-22,1637.0
2023-12-23,1659.0
2023-12-23,1577.0
2023-12-23,1744.0
2023-12-23,1527.0
2023-12-24,1587.0
2023-12-24,1725.0
2023-12-24,1706.0
2023-12-24,1804.0
2023-12-25,1463.0
2023-12-25,1794.0
2023-12-25,1664.0
2023-12-25,1506.0
2023-12-26,1660.0
2023-12-26,1597.0
2023-12-26,1830.0
2023-12-26,1743.0
2023-12-27,1614.0
2023-12-27,1707.0
2023-12-27,1675.0
2023-12-27,1808.0
2023-12-28,1799.0
2023-12-28,1675.0
2023-12-28,1770.0
2023-12-28,1566.0
2023-12-29,1608.0
2023-12-29,1690.0
2023-12-29,1709.0
2023-12-29,1730.0
2023-12-30,1789.0
2023-12-30,1784.0
2023-12-30,1767.0
2023-12-30,1590.0
2023-12-31,1507.0
2023-12-31,1594.0
2023-12-31,1803.0
2023-12-31,1533.0
2026-01-01,1606.53
2026-01-02,1572.8
2026-01-03,1584.55
2026-01-04,1660.87
2026-01-05,1581.75
2026-01-06,1600.5
2026-01-07,1600.28
2026-01-08,1559.27
2026-01-09,1549.94
2026-01-10,1609.27
2026-01-11,1559.35
2026-01-12,1573.69
2026-01-13,1621.89
2026-01-14,1581.93
2026-01-15,1632.65
2026-01-16,1560.18
2026-01-17,1611.33
2026-01-18,1623.65
2026-01-19,1628.26
2026-01-20,1542.86
2026-01-21,1594.09
2026-01-22,1575.11
2026-01-23,1633.9
2026-01-24,1621.65
2026-01-25,1621.91
2026-01-26,1591.8
2026-01-27,1569.38
2026-01-28,1559.32
2026-01-29,1606.61
2026-01-30,1568.82
2026-01-31,1563.37
2026-02-01,1635.55
2026-02-02,1660.29
2026-02-03,1598.26
2026-02-04,1594.03
2026-02-05,1592.78
2026-02-06,1606.04
2026-02-07,1631.64
2026-02-08,1563.21
2026-02-09,1616.46
2026-02-10,1574.19
2026-02-11,1602.58
2026-02-12,1597.92
2026-02-13,1620.74
2026-02-14,1550.58
2026-02-15,1666.48
2026-02-16,1611.02
2026-02-17,1646.65
2026-02-18,1639.76
2026-02-19,1575.39
2026-02-20,1597.89
2026-02-21,1562.18
2026-02-22,1619.19
2026-02-23,1637.84
2026-02-24,1592.83
2026-02-25,1584.3
2026-02-26,1656.3
2026-02-27,1656.59
2026-02-28,1593.23
2026-03-01,1616.53
2026-03-02,1641.95
2026-03-03,1602.86
2026-03-04,1589.82
2026-03-05,1647.72
2026-03-06,1634.75
2026-03-07,1629.35
2026-03-08,1630.12
2026-03-09,1560.33
2026-03-10,1572.32
2026-03-11,1601.83
2026-03-12,1619.65
2026-03-13,1621.82
2026-03-14,1618.9
2026-03-15,1626.24
2026-03-16,1583.42
2026-03-17,1634.35
2026-03-18,1564.77
2026-03-19,1573.96
2026-03-20,1623.51
2026-03-21,1574.73
2026-03-22,1558.21
2026-03-23,1642.98
2026-03-24,1639.05
2026-03-25,1562.67
2026-03-26,1593.24
2026-03-27,1622.48
2026-03-28,1584.55
2026-03-29,1644.0
2026-03-30,1663.77
2026-03-31,1599.73
2026-04-01,1618.74
2026-04-02,1628.78
2026-04-03,1612.39
2026-04-04,1730.39
2026-04-05,1571.12
2026-04-06,1607.66
2026-04-07,1585.55
2026-04-08,1619.05
2026-04-09,1577.91
2026-04-10,1661.48
2026-04-11,1560.12
2026-04-12,1611.22
2026-04-13,1582.41
2026-04-14,1603.52
2026-04-15,1653.31
2026-04-16,1614.0
2026-04-17,1611.83
2026-04-18,1631.37
2026-04-19,1604.25
2026-04-20,1634.73
2026-04-21,1599.26
2026-04-22,1569.54
2026-04-23,1574.64
2026-04-24,1538.97
2026-04-25,1536.65
2026-04-26,1650.13
2026-04-27,1588.72
2026-04-28,1586.72
2026-04-29,1562.37
2026-04-30,1567.67
2026-05-01,1650.1
2026-05-02,1624.29
2026-05-03,1601.04
2026-05-04,1586.87
2026-05-05,1628.7
2026-05-06,1599.06
2026-05-07,1671.94
2026-05-08,1514.37
2026-05-09,1551.73
2026-05-10,1584.48
2026-05-11,1582.65
2026-05-12,1576.98
2026-05-13,1609.83
2026-05-14,1554.83
2026-05-15,1604.07
2026-05-16,1552.54
2026-05-17,1614.7
2026-05-18,1564.9
2026-05-19,1594.11
2026-05-20,1634.63
2026-05-21,1574.92
2026-05-22,1605.07
2026-05-23,1552.49
2026-05-24,1588.87
2026-05-25,1565.71
2026-05-26,1605.42
2026-05-27,1634.54
2026-05-28,1660.88
2026-05-29,1619.97
2026-05-30,1521.65
2026-05-31,1621.6
2026-06-01,1574.13
2026-06-02,1576.25
2026-06-03,1613.74
2026-06-04,1584.83
2026-06-05,1554.38
2026-06-06,1610.55
2026-06-07,1638.75
2026-06-08,1572.64
2026-06-09,1526.47
2026-06-10,1589.43
2026-06-11,1673.46
2026-06-12,1619.73
2026-06-13,1583.5
2026-06-14,1603.98
2026-06-15,1596.61
2026-06-16,1626.39
2026-06-17,1573.58
2026-06-18,1602.12
2026-06-19,1581.56
2026-06-20,1631.52
2026-06-21,1579.08
2026-06-22,1626.17
2026-06-23,1596.91
2026-06-24,1574.45
2026-06-25,1591.57
2026-06-26,1604.97
2026-06-27,1607.9
2026-06-28,1565.28
2026-06-29,1610.97
2026-06-30,1580.24
2026-07-01,1604.2
2026-07-02,1659.09
2026-07-03,1600.11
2026-07-04,1593.11
2026-07-05,1633.17
2026-07-06,1604.0
2026-07-07,1555.59
2026-07-08,1640.17
2026-07-09,1587.85
2026-07-10,1591.8
2026-07-11,1611.14
2026-07-12,1566.77
2026-07-13,1626.23
2026-07-14,1595.75
2026-07-15,1575.48
2026-07-16,1594.75
2026-07-17,1590.4
2026-07-18,1558.88
2026-07-19,1628.96
2026-07-20,1575.96
2026-07-21,1600.79
2026-07-22,1588.76
2026-07-23,1600.13
2026-07-24,1620.78
2026-07-25,1654.47
2026-07-26,1594.83
2026-07-27,1605.44
2026-07-28,1606.57
2026-07-29,1581.47
2026-07-30,1556.15
2026-07-31,1574.44
2026-08-01,1595.63
2026-08-02,1642.27
2026-08-03,1559.9
2026-08-04,1622.97
2026-08-05,1651.75
2026-08-06,1650.57
2026-08-07,1600.48
2026-08-08,1553.29
2026-08-09,1627.77
2026-08-10,1620.79
2026-08-11,1573.49
2026-08-12,1570.92
2026-08-13,1572.71
2026-08-14,1607.6
2026-08-15,1650.82
2026-08-16,1647.55
2026-08-17,1660.4
2026-08-18,1584.69
2026-08-19,1587.35
2026-08-20,1519.34
2026-08-21,1594.01
2026-08-22,1588.14
2026-08-23,1656.53
2026-08-24,1632.51
2026-08-25,1670.54
2026-08-26,1608.08
2026-08-27,1563.69
2026-08-28,1638.74
2026-08-29,1571.67
2026-08-30,1639.93
2026-08-31,1600.14
2026-09-01,1635.44
2026-09-02,1636.38
2026-09-03,1604.91
2026-09-04,1624.43
2026-09-05,1606.79
2026-09-06,1570.28
2026-09-07,1609.82
2026-09-08,1584.14
2026-09-09,1605.33
2026-09-10,1615.48
2026-09-11,1558.77
2026-09-12,1670.94
2026-09-13,1612.05
2026-09-14,1624.81
2026-09-15,1618.29
2026-09-16,1591.24
2026-09-17,1619.9
2026-09-18,1612.16
2026-09-19,1639.13
2026-09-20,1647.61
2026-09-21,1580.94
2026-09-22,1593.98
2026-09-23,1512.05
2026-09-24,1594.37
2026-09-25,1577.5
2026-09-26,1598.88
2026-09-27,1605.4
2026-09-28,1602.21
2026-09-29,1563.88
2026-09-30,1578.36
2026-10-01,1632.63
2026-10-02,1600.29
2026-10-03,1655.94
2026-10-04,1544.25
2026-10-05,1590.81
2026-10-06,1608.03
2026-10-07,1579.77
2026-10-08,1579.47
2026-10-09,1582.78
2026-10-10,1672.8
2026-10-11,1583.68
2026-10-12,1616.89
2026-10-13,1610.22
2026-10-14,1644.09
2026-10-15,1619.72
2026-10-16,1622.38
2026-10-17,1548.86
2026-10-18,1619.96
2026-10-19,1592.07
2026-10-20,1593.11
2026-10-21,1588.16
2026-10-22,1591.5
2026-10-23,1551.78
2026-10-24,1622.29
2026-10-25,1590.29
2026-10-26,1601.89
2026-10-27,1595.69
2026-10-28,1609.11
2026-10-29,1602.85
2026-10-30,1644.46
2026-10-31,1549.98
2026-11-01,1573.14
2026-11-02,1597.54
2026-11-03,1627.25
2026-11-04,1571.15
2026-11-05,1662.92
2026-11-06,1611.48
2026-11-07,1644.54
2026-11-08,1619.56
2026-11-09,1570.49
2026-11-10,1595.14
2026-11-11,1533.67
2026-11-12,1624.9
2026-11-13,1637.23
2026-11-14,1605.66
2026-11-15,1619.53
2026-11-16,1604.45
2026-11-17,1545.13
2026-11-18,1580.54
2026-11-19,1556.08
2026-11-20,1556.73
2026-11-21,1571.9
2026-11-22,1584.91
2026-11-23,1546.95
2026-11-24,1645.21
2026-11-25,1612.66
2026-11-26,1585.67
2026-11-27,1593.03
2026-11-28,1541.52
2026-11-29,1590.8
2026-11-30,1577.22
2026-12-01,1596.82
2026-12-02,1577.58
2026-12-03,1619.49
2026-12-04,1625.86
2026-12-05,1634.97
2026-12-06,1619.76
2026-12-07,1623.64
2026-12-08,1612.26
2026-12-09,1616.14
2026-12-10,1613.01
2026-12-11,1576.28
2026-12-12,1581.65
2026-12-13,1593.84
2026-12-14,1594.8
2026-12-15,1643.68
2026-12-16,1602.38
2026-12-17,1617.95
2026-12-18,1552.16
2026-12-19,1577.98
2026-12-20,1680.49
2026-12-21,1640.32
2026-12-22,1576.17
2026-12-23,1608.18
2026-12-24,1597.2
2026-12-25,1646.33
2026-12-26,1570.26
2026-12-27,1596.55
2026-12-28,1586.07
2026-12-29,1607.4
2026-12-30,1623.14
2026-12-31,1618.6
